As,Cd,Cr,Cu,Fe,Mn,Ni,Pb,Zn,Hg,Co,Al,Se,Sb,Ba,V,sample_id,lat,long,HPI
0.117,4.046,7.928,8.841,11.852,2.772,9.214,9.128,11.319,4.169,9.283,2.872,3.188,10.663,11.116,0.735,BORE WELL OF SOMESHWAR RICE MILL NR. BAVLA ECO PROJECT (CETP ) VILL. BAVLA DIST. AHMEDABAD.,22.855423,72.365734,5
7.35,5.113,0.224,6.682,5.638,3.13,1.505,7.865,7.301,4.127,10.359,4.33,9.633,5.284,2.182,3.929,BORE WELL OF PIRANA TERMINAL PUMPING STATION PIRANA NR. V. N. BRIDGE AHMEDABAD.,22.991197,72.566917,5
65.922,64.31,89.317,38.426,97.93,53.345,22.77,22.051,56.184,80.478,41.948,90.592,39.465,54.186,83.665,75.644,WELL AT VILLAGE DUNETHA DAMAN,20.426775,72.847097,67.33
60.672,66.773,80.312,67.875,78.973,57.559,89.436,27.608,46.379,14.809,27.83,7.936,25.424,41.667,11.814,74.74,WELL AT VILLAGE KACHIGAM DAMAN,20.384203,72.883423,33.53
9.45,5.099,9.876,6.823,9.002,6.68,1.91,7.967,10.127,3.595,6.329,1.912,1.767,9.632,7.86,6.789,WELL AT VILLAGE PIPERIA DADRA,20.310619,72.960967,5
230.983,24.322,126.565,305.832,386.594,150.201,303.049,193.87,423.487,50.151,291.88,317.641,122.122,201.658,52.392,31.917,WELL AT VILLAGE DADRA,20.316669,72.966672,92.79
9.405,6.794,5.843,11.552,7.945,10.336,1.077,12.072,11.454,1.262,2.187,9.672,12.664,11.311,12.129,9.798,DISCHARGE POINT OF DISTILLERY DAMAN,20.395111,72.863331,5
24.318,22.402,23.133,2.443,25.045,6.84,23.608,16.054,9.847,10.736,14.343,20.666,3.228,20.291,9.899,5.684,VAPI WEIR VAPI DAMAN,20.341709,72.910953,14.73
55.916,27.438,51.554,136.288,116.156,106.27,44.44,37.253,86.102,74.262,147.019,104.04,36.502,145.517,148.491,7.974,AT LAVACHA TEMPLE SILVASSA,20.298797,72.976956,68.29
10.862,15.515,12.444,0.424,11.577,13.276,11.401,3.526,14.729,15.056,9.675,6.056,11.102,8.669,15.622,6.911,D/S OF M/S SURAT BEVERAGES VILLAGE DADRA SILVASSA,20.312231,72.953768,13.18
2.82,3.104,4.703,5.903,0.492,0.132,0.46,1.531,2.272,6.337,3.199,2.266,4.253,6.691,6.373,2.064,AT VILLAGE NAMDHA VAPI,20.363842,72.883264,5
6.179,1.009,6.971,5.862,10.223,1.403,19.124,14.029,11.261,2.455,3.076,17.508,13.24,9.872,10.445,19.752,WELL AT AHMEDABAD,23.022784,72.571178,5
0.856,6.129,5.752,1.149,5.06,1.931,0.481,5.604,2.676,6.209,2.335,5.487,2.846,1.534,1.624,3.887,DAMANGANGA AT D/S OF GIDC WEIR VAPI,20.336422,72.915724,5
89.749,211.715,91.288,22.695,76.543,208.342,14.129,59.159,248.044,44.362,220.368,117.713,43.637,114.97,62,1.117,TAPI AT NIZHAR (GUJARAT),21.479147,74.194227,85.16
0.338,8.138,3.218,5.369,4.203,5.333,5.841,9.916,10.403,3.813,6.828,5.42,7.113,4.331,10.13,4.158,NARMADA AT GORA BRIDGE NAVAGAM (GUJARAT),21.862147,73.693991,5
61.405,56.679,6.922,53.535,35.927,28.522,63.651,2.546,49.342,15.737,30.446,62.018,71.136,68.501,23.422,36.31,VANDKHADI AT VILLAGE UMARWADA TA ANKLESHWAR BHARUCH,21.628255,73.016715,34.26
9.347,2.433,5.019,8.408,13.802,4.007,5.345,11.448,14.089,4.574,10.991,0.655,11.714,0.927,5.19,15.21,MACHHU-II DAM RAFLESHWAR MORBI RAJKOT,22.762517,70.864837,5
19.415,37.344,32.029,65.287,37.067,101.488,106.253,8.918,100.695,99.704,47.432,91.699,34.425,47.098,75.428,79.724,GOMTI LAKE OPP RANCHODAJI TEMPLE DAKOR KHEDA,22.756175,73.146486,70.33
13.819,8.126,24.756,8.391,7.354,6.612,6.897,24.735,17.332,0.286,21.576,5.621,5.96,3.951,21.855,7.575,HAMISAR TALAV BHUJ,23.251444,69.663361,5
27.5,27.733,15.845,13.366,18.372,28.523,4.813,4.837,7.364,15.764,20.599,8.146,11.641,2.759,19.796,8.608,MOONSAR LAKE OF VIRAMGAM,23.121408,72.041022,16.05
35.127,22.915,12.508,28.088,1.484,16.85,29.49,28.152,26.058,31.933,26.154,24.422,33.603,30.156,31.491,29.091,MALAV TALAV DHOLKA,22.726822,72.435239,29.78
32.707,21.002,32.564,63.716,5.144,50.777,36.785,59.086,42.295,54.678,31.705,32.204,31.164,4.321,62.088,6.647,VHERAIMATA TALAV AT ANAND,22.554542,72.954764,40.19
158.294,79.196,155.775,96.618,220.825,153.669,302.538,188.657,120.358,22.063,296.222,184.867,212.182,87.446,283.386,402.268,AMRAVATI AT VILLAGE DADHAL  TA ANKLESHWAR BHARUCH,21.635384,73.064972,80.33
6.143,6.627,4.701,6.357,4.818,3.741,3.004,5.019,2.697,4.068,3.163,0.196,2.422,8.395,5.665,6.558,VISHWAMITRI DOWNSTREAM OF AT KHALIPUR VILLAGE BEFORE MEETING JAMBUVA RIVER,22.209342,73.160406,5
22.888,6.973,18.916,1.56,26.327,0.143,0.143,1.211,7.608,7.082,22.669,18.382,14.535,6.799,14.428,8.665,VISHWAMITRI UPSTREAM AT ASOD BRIDGE AT N.H. 8  NEAR GLDEN CHOKDI ASOD VEMALI ROAD,22.255227,73.165754,8.07
36.419,68.388,45.697,54.392,38.494,45.733,49.496,14.378,19.741,62.313,37.618,33.39,66.566,11.503,14.679,60.305,MAHI AT SHERKHI BRIDGE,22.342339,73.054185,53.62
118.076,45.176,29.719,118.325,21.357,128.884,56.052,101.132,56.777,28.525,28.107,21.692,123.254,122.593,37.864,66.457,BOREWELL OF GIDC JHAGADIA,21.636969,73.131793,55.63
2.883,8.522,9.281,6.136,10.269,2.561,2.914,2.521,5.081,4.347,3.876,6.475,3.98,5.536,2.099,3.89,JILLA PANCHAYAT SCHOOL NEAR GRAM PANCHAYAT KATA FALIA VILLAGE NAMDHA VALSAD,20.608052,72.929151,5
26.905,0.414,91.292,40.768,109.12,92.21,136.979,58.478,176.826,4.812,22.902,54.539,0.745,96.411,160.054,115.012,BOREWELL OF GAYATRI PRAGNA SCHOOL BHADARWAD ROAD BAZAR FALIA SARIGAM VALSAD,20.284672,72.855067,23.5
96.432,16.663,104.727,25.608,12.422,91.001,21.015,111.274,40.515,64.808,64.194,76.982,23.56,80.393,6.286,81.45,BOREWELL AT PIRAMAL GLASS VILLAGE TARSADI AT KOSAMBA INDUSTRIAL AREA SURAT,21.458587,72.942997,59.57
4.249,20.797,52.089,42.284,4.424,5.658,2.416,31.634,58.04,36.535,63.227,13.949,30.813,19.384,9.693,42.118,BOREWELL AT PRIMARY HEALTH CENTER KADODARA SURAT,21.170075,72.96507,29.27
65.415,13.81,22.245,38.782,36.181,20.855,63.676,6.479,55.87,54.423,0.968,3.042,68.386,32.125,12.739,45.127,BOREWELL NEAR CENTER OF EXCELLENCE BUILDING GIDC VATVA AHMEDABAD,22.998773,72.554637,42.99
2.268,10.441,10.434,4.376,6.265,5.875,17.616,13.133,9.211,0.214,18.301,16.051,6.677,9.823,11.727,15.788,BOREWELL CETP-NARODA GIDC NARODA-AHMEDABAD,23.081253,72.667725,5
1.901,18.18,8.845,13.047,9.926,6.526,10.465,18.401,2.64,13.564,18.785,0.233,17.683,8.69,13.267,7.62,BOREWELL NEAR GIDC ODHAV INDUSTRIAL ASSOCIATION BUILDING GIDC ODHAV AHMEDABAD,23.021548,72.663581,13.5
14.406,37.314,16.717,48.894,12.756,33.705,7.72,12.892,20.149,38.716,8.262,53.75,18.082,31.881,25.455,24.296,BOREWELL NEAR MUNICIPAL SOLID WASTE SITE- GYASPUR NAROL AHMEDABAD,22.977868,72.543816,32.67
19.85,68.219,39.067,23.232,2.083,75.93,80.742,79.573,72.732,27.477,35.372,71.815,63.966,9.254,45.751,55.026,BOREWELL NEAR TSDF SITE OF GREEN ENVIRONMNET SERVICES CO. OP.LTD VATVA AHMEDABAD,22.955938,72.639459,38.83
11.257,11.051,7.987,0.059,4.374,4.189,19.97,4.441,11.65,9.518,21.33,5.615,5.241,4.648,17.045,2.709,BOREWELL NEAR TSDF SITE OF NARODA ENVIRO PROJECT.LTD ODHAVE AHMEDABAD,23.082136,72.66846,9.15
4.043,16.673,16.983,8.311,33.315,16.645,25.087,29.747,11.958,9.075,25.398,22.242,7.104,25.142,3.373,21.618,WELL OF MODASA NAGAR PALIKA VARIGRUH MODASA,23.462694,73.300731,13.59
116.267,156.943,133.971,1.238,57.402,90.45,150.805,120.088,83.664,16.275,71.637,142.527,140.233,83.365,177.85,18.926,WELL OF IDAR NAGAR PALIKA SAKARIA IDAR,23.825025,73.000853,69.77
37.751,2.466,43.246,89.026,46.848,31.997,49.325,62.436,15.785,75.82,44.216,4.52,61.218,2.248,57.439,66.587,BOREWELL OF GIDC-NADIAD AT GIDC OFFICE GIDC NADIAD KHEDA,22.710311,72.852892,50.62
2.214,7.143,5.354,8.839,9.752,3.276,4.316,4.303,1.547,3.627,2.819,0.188,10.647,7.33,0.472,8.887,BOREWELL OF TOWN RAJPIPLA DIST.NARMADA,21.871467,73.500417,5
28.093,26.926,10.068,26.884,27.229,5.112,1.759,26.134,4.799,2.66,1.831,18.424,28.143,23.852,25.229,3.463,BOREWELL OF GIDC PANOLI,21.630465,73.022882,12.9
19.762,20.568,7.508,8.554,4.295,12.716,8.661,17.74,17.373,11.377,9.377,6.634,19.979,12.333,13.771,3.487,BOREWELL KADI INDUSTRIAL AREA,23.309945,72.264236,14
50.48,35.359,16.473,54.107,12.716,27.768,50.153,42.413,22.063,48.046,3.598,14.289,35.004,50.417,47.924,55.938,DEESA BOREWELL,24.257083,72.193084,44.42
38.382,23.553,40.606,15.366,4.73,2.941,41.006,38.195,24.808,38.313,16.078,11.521,29.478,42.755,17.434,20.176,VISNAGAR BOREWELL,23.7,72.55,35.16
4.066,3.361,4.808,7.364,0.026,2.177,2.014,2.036,2.581,5.822,7.101,4.658,3.802,7.328,6.278,1.174,PATAN BOREWELL,23.849292,72.126753,5
144.364,40.3,13.938,367.108,226.829,0.107,264.878,200.312,140.763,7.285,321.315,217.593,314.872,99.314,59.308,407.9,VIJAPUR (RANASAN) BOREWELL,23.56714,72.750648,69.68
7.819,25.324,71.369,66.338,28.309,67.316,56.852,20.266,34.539,83.696,80.721,5.049,52.473,58.763,15.612,11.657,GIDC DAHOD DAHOD,22.840225,74.253625,60.55
97.93,85.728,93.77,100.288,5.443,47.504,9.963,36.661,86.378,1.674,5.089,103.494,208.858,80.738,198.431,92.758,BOREWELL OF GIDC JUNAGADH,21.521532,70.457033,44.02
17.532,4.697,4.198,17.198,4.743,2.188,16.029,8.611,11.939,2.888,4.111,0.526,2.513,6.888,1.234,4.939,BOREWELL NEAR TSDF SITE OF SAURASHTRA ENVIRO PROJECT LTD. JUNA KATARIYA BHACHAU,23.291042,70.3416,5
93.346,45.885,66.541,21.407,65.407,66.353,82.982,69.26,38.469,43.729,35.893,87.373,43.568,87.922,88.724,4.056,BOREWELL OF GIDC ANTALIA WATER SUPPLY BILLIMORA GANDEVI,20.768722,73.00164,53.45
65.886,89.464,75.228,34.953,35.854,90.408,37.706,33.548,133.422,132.84,55.186,102.401,108.967,24.758,146.656,41.17,BOREWELL OF KALIAWADI GRID ROAD NAVSARI,20.949681,72.915022,99.58
3.34,2.487,1.926,5.34,2.9,2.703,4.319,1.26,1.406,7.386,4.878,0.237,4.421,0.892,0.695,6.472,BOREWELL NERA TSDF OF NANDESARI ENVIRO CONTROL LIMITED NADESARI VADODARA,22.413725,73.090994,5
1.527,6.477,5.664,14.513,1.459,3.017,27.979,3.951,1.303,13.793,28.502,8.488,17.394,14.454,10.409,13.238,BOREWELL OF GIDC KALOL B/H GIDC OFFICE GIDC KALOL GANDHINAGAR,23.246247,72.509283,12.01
4.716,3.023,2.952,1.872,4.038,5.933,4.301,6.574,5.59,7.095,2.232,0.616,1.212,0.184,2.446,1.503,BOREWELL OF M/S ALFA ECA (I) LTD. UNIT-1 SR.NO. 249 UMA IND. ESTATE VASNA  IYAVA SANAND AHMEDABAD,23.027687,72.518736,5
4.232,8.736,2.905,7.013,1.663,0.588,9.603,0.889,7.428,4.093,1.673,0.03,1.913,6.972,3.938,6.109,BOREWELL OF L &amp; T LTD. PLOT NO. 144/146 SARKHEJ-BAVLA ROAD SANAND AHMEDABAD,22.894975,72.417879,5
3.267,6.225,23.2,11.321,25.536,8.058,31.294,2.317,15.34,19.103,31.89,19.744,6.416,13.341,8.713,0.787,BOREWELL OF GIDC KANSARI,24.325839,72.14038,14.27
32.539,100.765,83.545,26.176,78.471,37.21,41.796,52.074,69.54,124.69,3.659,76.044,32.551,87.257,34.058,66.789,BOREWELL OF GIDC SOJITRA,22.538881,72.720061,98.63
193.623,168.327,96.285,184.361,29.478,113.309,78.529,75.768,163.675,1.118,203.786,127.449,60.443,33.087,162.44,228.519,BOREWELL OF AJI GIDC RAJKOT,22.279594,70.835138,57.84
12.197,4.698,10.401,16.335,0.34,9,13.097,6.732,9.114,2.592,3.336,6.253,14.044,5.466,16.508,9.118,BOREWELL NEAR MUNICIPAL SOLID WASTE SITE NAKARWADI RAJKOT,22.303828,70.802397,5
4.48,45.597,4.715,15.985,7.189,36.193,2.438,3.543,17.848,20.944,9.263,47.771,4.484,43.182,27.36,39.282,BOREWELL NEAR TSDF OF GUJARAT MARITIME BOARD ALANG BHAVNAGAR,21.399603,72.174589,24.39
1.362,3.03,2.586,6.204,5.884,5.977,6.587,2.203,3.57,6.851,0.402,1.936,3.923,3.348,7.992,2.274,BOREWELL OF GIDC VARTEJ BHAVNAGAR,21.747898,72.074867,5
1.278,5.896,9.935,2.918,3.807,7.99,3.016,1.61,7.088,4.233,0.716,8.321,10.143,8.905,1.891,1.654,BOREWELL NEAR TSDF OF BHARUCH ENVIRO INFRASTRUCTURE LIMITED ANKLESHWAR BHARUCH,21.704767,72.995722,5
18.774,9.722,15.479,13.944,1.624,16.925,7.471,11.81,18.296,7.797,7.617,8.263,7.208,17.347,10.292,8.091,BOREWELL AT DHANGADHRA NEAR DHANGADHRA CHEMICALS,22.980975,71.4739,9.94
4.236,2.757,3.576,1.651,4.896,2.184,2.839,3.246,6.094,6.122,3.651,2.72,6.298,5.074,1.464,2.165,BOREWELL OF GIDC OFFICE SHANKAR TEKRI UDHYOGNAGAR JAMNANGAR,22.470878,70.059275,5
4.539,0.656,5.138,6.695,3.659,2.231,3.298,7.056,6.839,6.775,0.286,0.853,4.112,4.45,0.686,2.284,BOREWELL OF SHRI MAHAVIR METAL CRAFT PVT. LTD. PLOT NO. 3059 ROAD NO.6 NR. MAHAVIR CIRCLE PHASE-III,22.418404,70.042366,5
123.191,28.347,7.235,72.739,71.327,23.552,20.892,4.331,3.173,98.698,2.511,15.143,41.475,9.668,36.04,117.373,MAHI AT SEVALIA,22.81225,73.359778,66.81
63.623,71.647,128.715,17.584,31.839,14.565,11.054,62.408,41.358,54.42,84.09,127.759,30.924,17.698,59.207,116.283,BOREWELL OF MR. HITENDRABHAI LAKHMANBHAI KER SHIV SAI PARK NEW SMASHAN ROAD GANDHINAGAR,22.498056,70.058611,53.8
47.03,16.717,118.937,70.208,173.669,160.236,90.265,134.797,130.488,31.587,106.192,185.128,123.506,76.333,123.592,12.793,BOREWELL OF SHRI KANKESHWAR MAHADEV MANDIR OPP. MSW DUMPSITE VIBHAPAR,22.479167,70.0975,48.68
15.822,3.047,11.498,20.636,19.807,1.323,0.153,18.845,11.381,1.853,16.945,10.465,3.424,10.021,3.93,20.36,B/W OF JASHWANTBHAI PARMAR S. NO. 18 AT: VILLAGE KALAMSAR TA KHAMBHAT,22.291602,72.73921,5
169.489,154.36,52.294,182.528,83.167,80.006,102.277,195.1,72.744,12.633,96.691,202.503,71.011,141.4,178.2,164.739,B/W OF DISASTER PREVENTION AND MANAGEMANT CENTER(DPMC) GIDE ANKLE SHWAR FOR (MINARS),21.616613,73.00895,76.27
78.384,97.306,67.926,12.002,63.088,61.819,54.438,10.259,46.455,24.645,67.676,68.428,14.388,70.03,46.973,55.694,RIVER MAHI AT DODKA,22.460278,73.093889,45.41
5.164,101.189,87.882,6.725,97.299,29.145,35.693,36.691,79.837,8.715,56.33,80.303,72.757,58.147,43.094,19.002,BORE WELL AT VORAGAMDI,22.220328,73.221501,36.5
42.775,46.798,17.166,35.428,45.828,12.689,59.729,55.471,45.891,25.174,19.094,27.586,18.972,1.704,8.193,45.721,BHUKHI KHADI U/S OF GIDC VILAYAT TA; VAGRA DIST BHARUCH.,21.795463,72.907146,29.49
95.229,37.323,39.449,15.199,72.906,42.341,86.271,12.768,91.416,23.851,78.114,52.357,52.635,54.131,43.62,8.819,BHUKHI KHADI D/S OF GIDC VILAYAT TA; VAGRA DIST BHARUCH,21.784199,72.912815,36.18
5.069,17.727,0.294,17.828,10.502,15.714,5.759,11.251,0.417,4.611,5.717,4.633,1.206,4.854,9.326,7.679,BHUKHI KHADI D/S OF GIDC SAYKHA VILL: KOTHIYA TA: VAGRA DIST BHARUCH,21.832286,72.929571,7.15
66.757,156.389,157.548,120.108,168.761,79.852,159.279,42.127,123.675,145.572,94.045,154.629,61.911,16.664,85.235,104.779,GIDC WATER RESERVOIR VILL: BHERSAM TA: VAGRA DIST: BHARUCH,21.786202,72.855786,119.94
5.07,4.018,2.313,5.788,9.153,9.889,2.372,8.181,5.983,4.693,9.346,5.101,8.189,5.273,3.158,3.648,TAPPAR DAM VILLAGE TAPPAR TAL. ANJAR,23.250669,70.134275,5
20.55,44.029,7.466,55.778,97.512,103.062,48.206,64.168,82.818,97.301,116.361,96.405,12.934,38.601,94.178,102.241,TAPI AT UKAI SHERULA BRIDGE,21.259844,73.565783,70.48
12.866,13.853,2.025,3.662,7.818,14.204,1.172,10.547,2.633,1.808,8.208,12.757,11.226,2.087,13.703,13.721,TAPI AT KATHORE (NH-8 BRIDGE),21.284075,72.952236,5.65
116.528,207.114,190.086,134.881,74.574,108.459,192.175,10.27,94.923,29.686,68.941,28.197,124.507,37.152,120.985,95.656,MAHI AT VASAD,22.4405,73.073361,76.24
63.286,37.827,5.473,14.686,1.228,47.921,72.974,72.265,34.11,46.845,77.217,49.804,69.592,58.33,24.653,28.466,WELL AT BARODA,22.307158,73.181219,50.05
9.69,0.664,14.066,14.139,44.259,32.268,11.8,37.174,43.615,15.956,12.4,39.452,29.922,43.464,35.508,0.731,NARMADA AT GARUDESHWAR,21.887833,73.645444,17.53
46.62,25.817,51.023,33.463,11.568,55.896,5.303,27.878,71.373,47.72,16.297,2.763,66.274,30.719,14.549,56.669,Watrak,22.65166667,72.54972222,40.72
